No.,Title,Artist,Year,all_artists,artist_list,primary_artist,other_artists,primary_artist_count,one_hit
91,"""Helen Wheels""",paul mccartney and wings,1974,paul mccartney and wings,,paul mccartney,wings,13,0
91,"""Misty""",ray stevens,1975,ray stevens,,ray stevens,NA,3,0
91,"""Breaking Up Is Hard to Do""",neil sedaka,1976,neil sedaka,,neil sedaka,NA,3,0
91,"""Cherchez La Femme""",dr. buzzard's original savannah band,1977,dr. buzzard's original savannah band,,dr. buzzard's original savannah b,NA,1,1
91,"""Native New Yorker""",odyssey,1978,odyssey,,odyssey,NA,1,1
91,"""Don't Stop 'til You Get Enough""",michael jackson,1979,michael jackson,,michael jackson,NA,26,0
91,"""Give Me the Night""",george benson,1980,george benson,,george benson,NA,4,0
91,"""Suddenly""",olivia newton-john & cliff richard,1981,olivia newton-john & cliff richard,,olivia newton-john,cliff richard,13,0
91,"""Kids in America""",kim wilde,1982,kim wilde,,kim wilde,NA,2,0
91,"""Pass the Dutchie""",musical youth,1983,musical youth,,musical youth,NA,1,1
91,"""Got a Hold on Me""",christine mcvie,1984,christine mcvie,,christine mcvie,NA,1,1
91,"""Jungle Love""",the time,1985,the time,,the time,NA,2,0
91,"""Your Wildest Dreams""",moody blues,1986,moody blues,,moody blues,NA,1,1
91,"""Victory""",kool & the gang,1987,kool & the gang,,kool,the gang,13,0
91,"""Kissing a Fool""",george michael,1988,george michael,,george michael,NA,12,0
91,"""Poison""",alice cooper,1989,alice cooper,,alice cooper,NA,6,0
91,"""What It Takes""",aerosmith,1990,aerosmith,,aerosmith,NA,12,0
91,"""Groove Is in the Heart""",deee-lite,1991,deee-lite,,deee-lite,NA,1,1
91,"""That's What Love Is For""",amy grant,1992,amy grant,,amy grant,NA,5,0
91,"""Break It Down Again""",tears for fears,1993,tears for fears,,tears for fears,NA,5,0
91,"""Always""",bon jovi,1994,bon jovi,,bon jovi,NA,12,0
91,"""I Live My Life for You""",firehouse,1995,firehouse,,firehouse,NA,3,0
91,"""Po Pimp""",do or die featuring twista,1996,do or die featuring twista,,do or die,twista,1,1
91,"""Butta Love""",next,1997,next,,next,NA,5,0
91,"""Heaven""",nu flavor,1998,nu flavor,,nu flavor,NA,1,1
91,"""Take Me There""","blackstreet featuring mýa, mase and blinky blink",1999,"blackstreet featuring mýa, mase and blinky blink",,blackstreet,"mýa, mase, blinky blink",4,0
91,"""I Like It""",sammie,2000,sammie,,sammie,NA,1,1
91,"""You Shouldn't Kiss Me Like This""",toby keith,2001,toby keith,,toby keith,NA,7,0
91,"""A New Day Has Come""",celine dion,2002,celine dion,,celine dion,NA,11,0
91,"""No Shoes, No Shirt, No Problems""",kenny chesney,2003,kenny chesney,,kenny chesney,NA,10,0
91,"""Change Clothes""",jay-z,2004,jay-z,,jay-z,NA,16,0
91,"""O""",omarion,2005,omarion,,omarion,NA,3,0
91,"""Hung Up""",madonna,2006,madonna,,madonna,NA,36,0
91,"""Snow (Hey Oh)""",red hot chili peppers,2007,red hot chili peppers,,red hot chili peppers,NA,5,0
91,"""Mrs. Officer""",lil wayne featuring bobby valentino and kidd kidd,2008,lil wayne featuring bobby valentino and kidd kidd,,lil wayne,"bobby valentino, kidd kidd",11,0
91,"""I Do Not Hook Up""",kelly clarkson,2009,kelly clarkson,,kelly clarkson,NA,17,0
91,"""The House That Built Me""",miranda lambert,2010,miranda lambert,,mir,a lambert,4,0
91,"""Please Don't Go""",mike posner,2011,mike posner,,mike posner,NA,3,0
91,"""It's Time""",imagine dragons,2012,imagine dragons,,imagine dragons,NA,13,0
91,"""Bugatti""",ace hood featuring future and rick ross,2013,ace hood featuring future and rick ross,,ace hood,"future, rick ross",1,1
91,"""Beachin'""",jake owen,2014,jake owen,,jake owen,NA,2,0
91,"""Heartbeat Song""",kelly clarkson,2015,kelly clarkson,,kelly clarkson,NA,17,0
91,"""Cut It""",o.t. genasis featuring young dolph,2016,o.t. genasis featuring young dolph,,o.t. genasis,young dolph,2,0
91,"""No Promises""",cheat codes featuring demi lovato,2017,cheat codes featuring demi lovato,,cheat codes,demi lovato,1,1
91,"""Outside Today""",youngboy never broke again,2018,youngboy never broke again,,youngboy never broke again,NA,1,1
91,"""Tequila""",dan + shay,2019,dan + shay,,dan + shay,NA,6,0
91,"""Bluebird""",miranda lambert,2020,miranda lambert,,mir,a lambert,4,0
91,"""Hell of a View""",eric church,2021,eric church,,eric church,NA,2,0
91,"""She Likes It""",russell dickerson featuring jake scott,2022,russell dickerson featuring jake scott,,russell dickerson,jake scott,1,1
91,"""What My World Spins Around""",jordan davis,2023,jordan davis,,jordan davis,NA,3,0
91,"""On My Mama""",victoria monét,2024,victoria monét,,victoria monét,NA,1,1
92,"""Without Love (There Is Nothing)""",tom jones,1970,tom jones,,tom jones,NA,2,0
92,"""The Wedding Song (There Is Love)""",paul stookey,1971,paul stookey,,paul stookey,NA,1,1
92,"""Doctor My Eyes""",jackson browne,1972,jackson browne,,jackson browne,NA,4,0
92,"""Money""",pink floyd,1973,pink floyd,,pink floyd,NA,2,0
92,"""My Mistake (Was to Love You)""",diana ross & marvin gaye,1974,diana ross & marvin gaye,,diana ross,marvin gaye,13,0
92,"""Someone Saved My Life Tonight""",elton john,1975,elton john,,elton john,NA,28,0
92,"""Money Honey""",bay city rollers,1976,bay city rollers,,bay city rollers,NA,3,0
92,"""Year of the Cat""",al stewart,1977,al stewart,,al stewart,NA,2,0
92,"""Flash Light""",parliament,1978,parliament,,parliament,NA,2,0
92,"""Bad Case of Loving You (Doctor, Doctor)""",robert palmer,1979,robert palmer,,robert palmer,NA,5,0
92,"""Broken Hearted Me""",anne murray,1980,anne murray,,anne murray,NA,8,0
92,"""For Your Eyes Only""",sheena easton,1981,sheena easton,,sheena easton,NA,7,0
92,"""Man on Your Mind""",little river band,1982,little river band,,little river b,NA,7,0
92,"""True""",spandau ballet,1983,spandau ballet,,sp,au ballet,1,1
92,"""Dancing in the Sheets""",shalamar,1984,shalamar,,shalamar,NA,3,0
92,"""Born in the U.S.A.""",bruce springsteen,1985,bruce springsteen,,bruce springsteen,NA,9,0
92,"""Spies Like Us""",paul mccartney,1986,paul mccartney,,paul mccartney,NA,13,0
92,"""Don't Get Me Wrong""",the pretenders,1987,the pretenders,,the pretenders,NA,4,0
92,"""Cherry Bomb""",john cougar mellencamp,1988,john cougar mellencamp,,john cougar mellencamp,NA,5,0
92,"""This Time I Know It's for Real""",donna summer,1989,donna summer,,donna summer,NA,11,0
92,"""Forever""",kiss,1990,kiss,,kiss,NA,3,0
92,"""All This Time""",sting,1991,sting,,sting,NA,7,0
92,"""Keep Coming Back""",richard marx,1992,richard marx,,richard marx,NA,10,0
92,"""Nothin' My Love Can't Fix""",joey lawrence,1993,joey lawrence,,joey lawrence,NA,1,1
92,"""I'm the Only One""",melissa etheridge,1994,melissa etheridge,,melissa etheridge,NA,5,0
92,"""Dream About You"" / ""Funky Melody""",stevie b,1995,stevie b,,stevie b,NA,2,0
92,"""Until It Sleeps""",metallica,1996,metallica,,metallica,NA,1,1
92,"""Coco Jamboo""",mr. president,1997,mr. president,,mr. president,NA,1,1
92,"""The Party Continues""",jd featuring da brat,1998,jd featuring da brat,,jd,da brat,1,1
92,"""Stay the Same""",joey mcintyre,1999,joey mcintyre,,joey mcintyre,NA,1,1
92,"""24/7""",kevon edmonds,2000,kevon edmonds,,kevon edmonds,NA,1,1
92,"""Get Over Yourself""",eden's crush,2001,eden's crush,,eden's crush,NA,1,1
92,"""Turn Off the Light""",nelly furtado,2002,nelly furtado,,nelly furtado,NA,5,0
92,"""Come Over""",aaliyah,2003,aaliyah,,aaliyah,NA,11,0
92,"""Don't Tell Me""",avril lavigne,2004,avril lavigne,,avril lavigne,NA,8,0
92,"""Back Then""",mike jones,2005,mike jones,,mike jones,NA,1,1
92,"""Stay Fly""",three 6 mafia featuring young buck and 8ball & mjg,2006,three 6 mafia featuring young buck and 8ball & mjg,,three 6 mafia,"young buck, 8ball, mjg",2,0
92,"""Money Maker""",ludacris featuring pharrell,2007,ludacris featuring pharrell,,ludacris,pharrell,14,0
92,"""7 Things""",miley cyrus,2008,miley cyrus,,miley cyrus,NA,12,0
92,"""Green Light""",john legend featuring andré 3000,2009,john legend featuring andré 3000,,john legend,", ré 3000",3,0
92,"""If I Die Young""",the band perry,2010,the band perry,,the b,perry,2,0
92,"""Sure Thing""",miguel,2011,miguel,,miguel,NA,5,0
92,"""Cashin' Out""",cash out,2012,cash out,,cash out,NA,1,1
92,"""Wanted""",hunter hayes,2013,hunter hayes,,hunter hayes,NA,3,0
92,"""White Walls""",macklemore & ryan lewis featuring schoolboy q and hollis,2014,macklemore & ryan lewis featuring schoolboy q and hollis,,macklemore,"ryan lewis, schoolboy q, hollis",5,0
92,"""Don't""",ed sheeran,2015,ed sheeran,,ed sheeran,NA,16,0
92,"""Really Really""",kevin gates,2016,kevin gates,,kevin gates,NA,2,0
92,"""Treat You Better""",shawn mendes,2017,shawn mendes,,shawn mendes,NA,11,0
92,"""Trip""",ella mai,2018,ella mai,,ella mai,NA,3,0
92,"""Shotta Flow""",nle choppa,2019,nle choppa,,nle choppa,NA,2,0
92,"""Wishing Well""",juice wrld,2020,juice wrld,,juice wrld,NA,6,0
92,"""Rockin' Around the Christmas Tree""",brenda lee,2021,brenda lee,,brenda lee,NA,4,0
92,"""Never Say Never""",cole swindell and lainey wilson,2022,cole swindell and lainey wilson,,cole swindell,lainey wilson,3,0
92,"""Ain't That Some""",morgan wallen,2023,morgan wallen,,morgan wallen,NA,18,0
92,"""Yes, And?""",ariana grande,2024,ariana grande,,ariana gr,e,22,0
93,"""Are You Ready?""",pacific gas & electric,1970,pacific gas & electric,,pacific gas,electric,1,1
93,"""Don't Knock My Love""",wilson pickett,1971,wilson pickett,,wilson pickett,NA,1,1
93,"""I'd Like to Teach the World to Sing (In Perfect Harmony)""",the new seekers,1972,the new seekers,,the new seekers,NA,2,0
93,"""Gypsy Man""",war,1973,war,,war,NA,7,0
93,"""Wildwood Weed""",jim stafford,1974,jim stafford,,jim stafford,NA,3,0
93,"""Bad Blood""",neil sedaka,1975,neil sedaka,,neil sedaka,NA,3,0
93,"""Give Up the Funk (Tear the Roof off the Sucker)""",parliament,1976,parliament,,parliament,NA,2,0
93,"""Boogie Nights""",heatwave,1977,heatwave,,heatwave,NA,3,0
93,"""Don't Look Back""",boston,1978,boston,,boston,NA,2,0
93,"""Somewhere in the Night""",barry manilow,1979,barry manilow,,barry manilow,NA,11,0
93,"""You Decorated My Life""",kenny rogers,1980,kenny rogers,,kenny rogers,NA,13,0
93,"""The Beach Boys Medley""",the beach boys,1981,the beach boys,,the beach boys,NA,3,0
93,"""What's Forever For""",michael murphey,1982,michael murphey,,michael murphey,NA,1,1
93,"""Far from Over""",frank stallone,1983,frank stallone,,frank stallone,NA,1,1
93,"""Undercover of the Night""",the rolling stones,1984,the rolling stones,,the rolling stones,NA,6,0
93,"""Private Dancer""",tina turner,1985,tina turner,,tina turner,NA,6,0
93,"""Object of My Desire""",starpoint,1986,starpoint,,starpoint,NA,1,1
93,"""Doing It All for My Baby""",huey lewis and the news,1987,huey lewis and the news,,huey lewis,the news,10,0
93,"""I Still Believe""",brenda k. starr,1988,brenda k. starr,,brenda k. starr,NA,1,1
93,"""Smooth Criminal""",michael jackson,1989,michael jackson,,michael jackson,NA,26,0
93,"""Jerk Out""",the time,1990,the time,,the time,NA,2,0
93,"""The One and Only""",chesney hawkes,1991,chesney hawkes,,chesney hawkes,NA,1,1
93,"""Free Your Mind""",en vogue,1992,en vogue,,en vogue,NA,6,0
93,"""Three Little Pigs""",green jellÿ,1993,green jellÿ,,green jellÿ,NA,1,1
93,"""Back in the Day""",ahmad,1994,ahmad,,ahmad,NA,1,1
93,"""Cotton Eye Joe""",rednex,1995,rednex,,rednex,NA,1,1
93,"""Hay""",crucial conflict,1996,crucial conflict,,crucial conflict,NA,1,1
93,"""Twisted""",keith sweat,1997,keith sweat,,keith sweat,NA,8,0
93,"""Sock It 2 Me""",missy elliott featuring da brat,1998,missy elliott featuring da brat,,missy elliott,da brat,8,0
93,"""A Lesson in Leavin'""",jo dee messina,1999,jo dee messina,,jo dee messina,NA,2,0
93,"""Girl on TV""",lfo,2000,lfo,,lfo,NA,2,0
93,"""Dance with Me""",debelah morgan,2001,debelah morgan,,debelah morgan,NA,2,0
93,"""Living and Living Well""",george strait,2002,george strait,,george strait,NA,3,0
93,"""Sick of Being Lonely""",field mob,2003,field mob,,field mob,NA,2,0
93,"""You'll Think of Me""",keith urban,2004,keith urban,,keith urban,NA,3,0
93,"""Numb/Encore""",jay-z and linkin park,2005,jay-z and linkin park,,jay-z,linkin park,16,0
93,"""Love""",keyshia cole,2006,keyshia cole,,keyshia cole,NA,4,0
93,"""Kiss Kiss""",chris brown featuring t-pain,2007,chris brown featuring t-pain,,chris brown,t-pain,24,0
93,"""You're Gonna Miss This""",trace adkins,2008,trace adkins,,trace adkins,NA,1,1
93,"""People Are Crazy""",billy currington,2009,billy currington,,billy currington,NA,1,1
93,"""The Only Exception""",paramore,2010,paramore,,paramore,NA,3,0
93,"""Price Tag""",jessie j featuring b.o.b,2011,jessie j featuring b.o.b,,jessie j,b.o.b,4,0
93,"""I Don't Want This Night to End""",luke bryan,2012,luke bryan,,luke bryan,NA,9,0
93,"""Downtown""",lady antebellum,2013,lady antebellum,,lady antebellum,NA,6,0
93,"""She Looks So Perfect""",5 seconds of summer,2014,5 seconds of summer,,5 seconds of summer,NA,4,0
93,"""Ghost""",ella henderson,2015,ella henderson,,ella henderson,NA,1,1
93,"""All In My Head (Flex)""",fifth harmony featuring fetty wap,2016,fifth harmony featuring fetty wap,,fifth harmony,fetty wap,3,0
93,"""I Get the Bag""",gucci mane featuring migos,2017,gucci mane featuring migos,,gucci mane,migos,4,0
93,"""Dura""",daddy yankee,2018,daddy yankee,,daddy yankee,NA,3,0
93,"""Hot Girl Summer""",megan thee stallion featuring nicki minaj and ty dolla sign,2019,megan thee stallion featuring nicki minaj and ty dolla sign,,megan thee stallion,"nicki minaj, ty dolla sign",7,0
93,"""Does to Me""",luke combs featuring eric church,2020,luke combs featuring eric church,,luke combs,eric church,17,0
93,"""Put Your Records On""",ritt momney,2021,ritt momney,,ritt momney,NA,1,1
93,"""Damn Strait""",scotty mccreery,2022,scotty mccreery,,scotty mccreery,NA,1,1
93,"""Wild as Her""",corey kent,2023,corey kent,,corey kent,NA,1,1
93,"""Exes""",tate mcrae,2024,tate mcrae,,tate mcrae,NA,4,0
94,"""Woodstock""","crosby, stills, nash & young",1970,"crosby, stills, nash & young",,crosby,"stills, nash, young",3,0
94,"""Love Her Madly""",the doors,1971,the doors,,the doors,NA,2,0
94,"""Vincent""",don mclean,1972,don mclean,,don mclean,NA,3,0
94,"""The World Is a Ghetto""",war,1973,war,,war,NA,7,0
94,"""Beach Baby""",the first class,1974,the first class,,the first class,NA,1,1
94,"""Only Yesterday""",the carpenters,1975,the carpenters,,the carpenters,NA,11,0
94,"""Junk Food Junkie""",larry groce,1976,larry groce,,larry groce,NA,1,1
94,"""Go Your Own Way""",fleetwood mac,1977,fleetwood mac,,fleetwood mac,NA,10,0
94,"""Turn to Stone""",electric light orchestra,1978,electric light orchestra,,electric light orchestra,NA,9,0
94,"""We've Got Tonight""",bob seger & the silver bullet band,1979,bob seger & the silver bullet band,,bob seger,"the silver bullet b,",8,0
94,"""Tusk""",fleetwood mac,1980,fleetwood mac,,fleetwood mac,NA,10,0
94,"""Whip It""",devo,1981,devo,,devo,NA,1,1
94,"""Waiting on a Friend""",the rolling stones,1982,the rolling stones,,the rolling stones,NA,6,0
94,"""I've Got a Rock 'n' Roll Heart""",eric clapton,1983,eric clapton,,eric clapton,NA,8,0
94,"""On the Dark Side""",john cafferty and the beaver brown band,1984,john cafferty and the beaver brown band,,john cafferty,"the beaver brown b,",1,1
94,"""Who's Zoomin' Who?""",aretha franklin,1985,aretha franklin,,aretha franklin,NA,9,0
94,"""Dreamtime""",daryl hall,1986,daryl hall,,daryl hall,NA,16,0
94,"""Right on Track""",breakfast club,1987,breakfast club,,breakfast club,NA,1,1
94,"""I Found Someone""",cher,1988,cher,,cher,NA,10,0
94,"""Heaven Help Me""",deon estus,1989,deon estus,,deon estus,NA,1,1
94,"""Just a Friend""",biz markie,1990,biz markie,,biz markie,NA,1,1
94,"""O.P.P.""",naughty by nature,1991,naughty by nature,,naughty by nature,NA,4,0
94,"""Keep It Comin'""",keith sweat,1992,keith sweat,,keith sweat,NA,8,0
94,"""Livin' on the Edge""",aerosmith,1993,aerosmith,,aerosmith,NA,12,0
94,"""Love Sneakin' Up On You""",bonnie raitt,1994,bonnie raitt,,bonnie raitt,NA,3,0
94,"""Thank You""",boyz ii men,1995,boyz ii men,,boyz ii men,NA,13,0
94,"""Beautiful Life""",ace of base,1996,ace of base,,ace of base,NA,6,0
94,"""Barbie Girl""",aqua,1997,aqua,,aqua,NA,1,1
94,"""Butta Love""",next,1998,next,,next,NA,5,0
94,"""Iris""",goo goo dolls,1999,goo goo dolls,,goo goo dolls,NA,6,0
94,"""Bounce with Me""",lil' bow wow featuring xscape,2000,lil' bow wow featuring xscape,,lil' bow wow,xscape,1,1
94,"""So Fresh, So Clean""",outkast,2001,outkast,,outkast,NA,7,0
94,"""My List""",toby keith,2002,toby keith,,toby keith,NA,7,0
94,"""Step in the Name of Love""",r. kelly,2003,r. kelly,,r. kelly,NA,18,0
94,"""Happy People""",r. kelly,2004,r. kelly,,r. kelly,NA,18,0
94,"""Wonderful""",ja rule featuring r. kelly and ashanti,2005,ja rule featuring r. kelly and ashanti,,ja rule,"r. kelly, ashanti",7,0
94,"""When You're Mad""",ne-yo,2006,ne-yo,,ne-yo,NA,11,0
94,"""Far Away""",nickelback,2007,nickelback,,nickelback,NA,11,0
94,"""Love Remains the Same""",gavin rossdale,2008,gavin rossdale,,gavin rossdale,NA,1,1
94,"""Whatever It Is""",zac brown band,2009,zac brown band,,zac brown b,NA,4,0
94,"""American Honey""",lady antebellum,2010,lady antebellum,,lady antebellum,NA,6,0
94,"""God Gave Me You""",blake shelton,2011,blake shelton,,blake shelton,NA,7,0
94,"""Diamonds""",rihanna,2012,rihanna,,rihanna,NA,33,0
94,"""Get Your Shine On""",florida georgia line,2013,florida georgia line,,florida georgia line,NA,7,0
94,"""Stay the Night""",zedd featuring hayley williams,2014,zedd featuring hayley williams,,zedd,hayley williams,4,0
94,"""Here""",alessia cara,2015,alessia cara,,alessia cara,NA,3,0
94,"""Starving""",hailee steinfeld and grey featuring zedd,2016,hailee steinfeld and grey featuring zedd,,hailee steinfeld,"grey, zedd",2,0
94,"""Small Town Boy""",dustin lynch,2017,dustin lynch,,dustin lynch,NA,1,1
94,"""Changes""",xxxtentacion,2018,xxxtentacion,,xxxtentacion,NA,4,0
94,"""Talk You Out of It""",florida georgia line,2019,florida georgia line,,florida georgia line,NA,7,0
